EPCI	CAPACITE 2022	OUVERTURES 2022	FERMETURES 2021	EVOL NB	EVOL 2022-2021 %
CC du Pays Rhénan	4	0	0	0	0
CC Pays Rhin - Brisach	72	0	14	-14	-0.162790697674419
CC de la Vallée de Kaysersberg	458	0	36	-36	-0.0728744939271255
CC Sud Alsace Largue	39	0	0	0	0
CC de Thann-Cernay	104	0	0	0	0
CC du Pays de Ribeauvillé	372	0	30	-30	-0.0746268656716418
CC de la Région de Guebwiller	71	0	5	-5	-0.0657894736842105
CA Mulhouse Alsace Agglomération	49	0	10	-10	-0.169491525423729
CC Sundgau	100	0	9	-9	-0.0825688073394495
CA Colmar Agglomération	256	0	39	-39	-0.132203389830508
CC de la Vallée de Munster	383	0	43	-43	-0.10093896713615
CC de la Vallée de la Doller et du Soultzbach	94	0	31	-31	-0.248
CC du Pays de Rouffach. Vignobles et Châteaux	242	0	11	-11	-0.0434782608695652
CC du Centre du Haut-Rhin	56	0	13	-13	-0.188405797101449
CC de la Vallée de Saint-Amarin	199	0	8	-8	-0.038647342995169
CA Saint-Louis Agglomération	36	0	8	-8	-0.181818181818182
CC du Val d'Argent	141	0	0	0	0
CA de l'Ouest Rhodanien	235	26	67	-41	-0.148550724637681
Métropole de Lyon	153	18	11	7	0.047945205479452
CC Beaujolais Pierres Dorées	268	10	63	-53	-0.165109034267913
CC Saône-Beaujolais	1011	45	42	3	0.00297619047619047
CA Villefranche Beaujolais Saône	257	0	4	-4	-0.0153256704980843
CC du Pays de l'Arbresle (CCPA)	146	0	23	-23	-0.136094674556213
CC de la Vallée du Garon (CCVG)	13	0	2	-2	-0.133333333333333
CC des Vallons du Lyonnais (CCVL)	63	0	20	-20	-0.240963855421687
CC du Pays Mornantais (COPAMO)	56	15	13	2	0.037037037037037
CC du Pays de l'Ozon	35	0	6	-6	-0.146341463414634
CC de l'Est Lyonnais (CCEL)	23	2	0	2	0.0952380952380953
CC Terres de Saône	59	18	0	18	0.439024390243902
CC des 1000 étangs	134	36	15	21	0.185840707964602
CC des Hauts du Val de Saône	45	5	4	1	0.0227272727272727
CC de la Haute Comté	88	6	14	-8	-0.0833333333333334
CC des Quatre Rivières	136	13	0	13	0.105691056910569
CC des Monts de Gy	42	0	6	-6	-0.125
CC du Pays de Montbozon et du Chanois	62	0	10	-10	-0.138888888888889
CC Rahin et Chérimont	39	0	0	0	0
CA de Vesoul	18	0	17	-17	-0.485714285714286
CC des Combes	35	0	8	-8	-0.186046511627907
CC du Pays de Villersexel	36	0	0	0	0
CC du Pays d'Héricourt	4	0	0	0	0
CC du Pays de Luxeuil	61	16	3	13	0.270833333333333
CC du Pays Riolais	32	4	0	4	0.142857142857143
CC Val de Gray	49	0	0	0	0
CC du Pays de Lure	12	0	0	0	0
CC du Triangle Vert	8	0	0	0	0
CA Le Grand Chalon	209	15	73	-58	-0.217228464419476
CC Brionnais Sud Bourgogne	114	0	16	-16	-0.123076923076923
CC du Clunisois	256	3	10	-7	-0.0266159695817491
CC du Grand Autunois Morvan	332	10	68	-58	-0.148717948717949
CC de Marcigny	89	0	0	0	0
CC Bresse Nord Intercom'	144	18	12	6	0.0434782608695652
CA Mâconnais Beaujolais Agglomération	364	40	13	27	0.0801186943620178
CC Terres de Bresse	146	0	5	-5	-0.0331125827814569
CC Sud Côte Chalonnaise	178	5	21	-16	-0.0824742268041238
CU Le Creusot Montceau-les-Mines	138	8	8	0	0
CC Bresse Revermont 71	75	8	4	4	0.056338028169014
CC Entre Arroux. Loire et Somme	193	27	23	4	0.0211640211640212
CC Saint Cyr Mère Boitier entre Charolais et Mâconnais	113	20	13	7	0.0660377358490567
CC Entre Saône et Grosne	128	0	19	-19	-0.129251700680272
CC Bresse Louhannaise Intercom'	189	24	4	20	0.118343195266272
CC de Semur-en-Brionnais	121	4	13	-9	-0.0692307692307692
CC Mâconnais - Tournugeois	126	0	8	-8	-0.0597014925373134
CC Saône Doubs Bresse	54	0	10	-10	-0.15625
CC Haute Sarthe Alpes Mancelles	248	12	41	-29	-0.104693140794224
CC Le Gesnois Bilurien	140	0	38	-38	-0.213483146067416
CU Le Mans Métropole	158	26	24	2	0.0128205128205128
CC Communauté de communes du Pays Sabolien	118	2	13	-11	-0.0852713178294574
CC Sud Sarthe	123	0	7	-7	-0.0538461538461539
CC Loué - Brûlon - Noyen	110	0	34	-34	-0.236111111111111
CC Maine Cœur de Sarthe	38	0	23	-23	-0.377049180327869
CC du Pays Fléchois	86	25	15	10	0.131578947368421
CC Loir-Lucé-Bercé	135	0	12	-12	-0.0816326530612245
CC du Pays de l'Huisne Sarthoise	133	19	0	19	0.166666666666667
CC des Vallées de la Braye et de l'Anille	107	25	20	5	0.0490196078431373
CC du Val de Sarthe	31	0	6	-6	-0.162162162162162
CC du Sud Est Manceau	52	15	62	-47	-0.474747474747475
CC de la Champagne Conlinoise et du Pays de Sillé	214	35	42	-7	-0.0316742081447964
CC Orée de Bercé - Belinois	183	15	8	7	0.0397727272727273
CC des Vallées d'Aigueblanche	177	0	3	-3	-0.0166666666666667
CA du Grand Chambéry	615	95	133	-38	-0.0581929555895865
CC Les Versants d'Aime	441	24	35	-11	-0.0243362831858407
CA Grand Lac	409	12	13	-1	-0.0024390243902439
CA Arlysère	1830	221	140	81	0.0463121783876501
CC Cœur de Maurienne Arvan	623	41	73	-32	-0.0488549618320611
CC Val Vanoise	648	22	59	-37	-0.054014598540146
CC Cœur de Savoie	207	10	23	-13	-0.0590909090909091
CC Porte de Maurienne	35	0	9	-9	-0.204545454545455
CC du Lac d'Aiguebelette (CCLA)	124	8	16	-8	-0.0606060606060606
CC Haute Maurienne Vanoise	1009	48	37	11	0.0110220440881763
CC Val Guiers	57	11	12	-1	-0.0172413793103449
CC de Haute-Tarentaise	576	35	19	16	0.0285714285714285
CC du Canton de La Chambre	124	0	0	0	0
CC Cœur de Tarentaise	256	24	22	2	0.00787401574803148
CC de Yenne	117	10	4	6	0.0540540540540539
CC Maurienne Galibier	580	22	39	-17	-0.0284757118927973
CC Pays d'Évian Vallée d'Abondance	884	76	84	-8	-0.00896860986547088
CA du Grand Annecy	394	29	71	-42	-0.0963302752293578
CC des Vallées de Thônes	1344	49	60	-11	-0.00811808118081181
CA Thonon Agglomération	88	6	8	-2	-0.0222222222222223
CC Cluses-Arve et Montagnes	90	22	5	17	0.232876712328767
CC Arve et Salève	16	0	0	0	0
CC Fier et Usses	27	6	6	0	0
CC du Haut-Chablais	472	19	42	-23	-0.0464646464646464
CC de la Vallée Verte	60	8	23	-15	-0.2
CC Faucigny-Glières	28	0	0	0	0
CC du Pays de Cruseilles	30	0	0	0	0
CC de la Vallée de Chamonix-Mont-Blanc	275	23	9	14	0.053639846743295
CC des Montagnes du Giffre	727	33	44	-11	-0.0149051490514905
CC du Genevois	10	2	6	-4	-0.285714285714286
CC Pays du Mont-Blanc	1102	18	57	-39	-0.0341805433829974
CC Rumilly Terre de Savoie	63	18	14	4	0.0677966101694916
CC des Sources du Lac d'Annecy	171	12	63	-51	-0.22972972972973
CC du Pays Rochois	8	0	0	0	0
CC Yvetot Normandie	58	14	46	-32	-0.355555555555556
CC Terroir de Caux	258	15	26	-11	-0.0408921933085502
Métropole Rouen Normandie	234	29	41	-12	-0.0487804878048781
CC Inter-Caux-Vexin	299	6	18	-12	-0.0385852090032154
CA Fécamp Caux Littoral Agglomération	511	65	34	31	0.0645833333333334
CU Le Havre Seine Métropole	817	60	50	10	0.0123915737298637
CC de la Côte d'Albâtre	434	14	105	-91	-0.173333333333333
CC Campagne-de-Caux	124	0	17	-17	-0.120567375886525
CC Interrégionale Aumale - Blangy-sur-Bresle	109	6	4	2	0.0186915887850467
CC des 4 Rivières	141	0	86	-86	-0.378854625550661
CC de Londinières	32	0	0	0	0
CC Caux - Austreberthe	27	0	0	0	0
CC des Villes Sœurs	236	32	10	22	0.102803738317757
CA Caux Seine Agglo	318	8	58	-50	-0.135869565217391
CC Plateau de Caux-Doudeville-Yerville	76	19	31	-12	-0.136363636363636
CC Communauté Bray-Eawy	158	4	32	-28	-0.150537634408602
CC Falaises du Talou	135	26	59	-33	-0.196428571428571
CA de la Région Dieppoise	113	0	36	-36	-0.241610738255034
CA du Pays de Fontainebleau	283	4	15	-11	-0.0374149659863946
CA Coulommiers Pays de Brie	174	8	18	-10	-0.0543478260869565
CC Bassée-Montois	133	0	20	-20	-0.130718954248366
CC du Provinois	214	4	19	-15	-0.0655021834061136
CC Gâtinais Val de Loing	141	0	0	0	0
CC Brie des Rivières et Châteaux	129	28	4	24	0.228571428571429
CA Melun Val de Seine	81	10	0	10	0.140845070422535
CC Pays de Nemours	60	0	4	-4	-0.0625
CA Marne et Gondoire	4	0	0	0	0
CA Grand Paris Sud Seine Essonne Sénart	37	0	9	-9	-0.195652173913043
CC Brie Nangissienne	79	2	0	2	0.025974025974026
CC Val Briard	122	15	18	-3	-0.024
CC l'Orée de la Brie	3	0	0	0	0
CC Pays de Montereau	60	6	0	6	0.111111111111111
CC des Deux Morin	114	0	21	-21	-0.155555555555556
CC du Pays de l'Ourcq	193	4	4	0	0
CC Moret Seine et Loing	127	0	0	0	0
CA du Pays de Meaux	8	0	0	0	0
CC Plaines et Monts de France	21	6	6	0	0
CA Roissy Pays de France	12	0	0	0	0
CA Val d'Europe Agglomération	25	0	0	0	0
CU Grand Paris Seine et Oise	95	12	13	-1	-0.0104166666666666
CA Rambouillet Territoires	138	4	7	-3	-0.0212765957446809
CA Versailles Grand Parc (C.A.V.G.P.)	20	0	0	0	0
CC Les Portes de l'Ile de France	23	14	0	14	1.55555555555556
CC Cœur d'Yvelines	46	0	6	-6	-0.115384615384615
CC Gally Mauldre	23	8	6	2	0.0952380952380953
CC de la Haute Vallée de Chevreuse	35	0	4	-4	-0.102564102564103
CA Saint Germain Boucles de Seine	44	0	3	-3	-0.0638297872340425
CA de Saint-Quentin-en-Yvelines	19	0	0	0	0
CA du Niortais	519	54	60	-6	-0.0114285714285715
CC Airvaudais-Val du Thouet	28	6	9	-3	-0.0967741935483871
CC Val de Gâtine	189	17	25	-8	-0.0406091370558376
CA du Bocage Bressuirais	512	48	60	-12	-0.0229007633587787
CC de Parthenay-Gâtine	171	13	34	-21	-0.109375
CC Haut Val de Sèvre	76	0	33	-33	-0.302752293577982
CC Mellois en Poitou	551	36	11	25	0.0475285171102662
CC du Thouarsais	187	0	0	0	0
CC du Vimeu	246	0	22	-22	-0.082089552238806
CC Ponthieu-Marquenterre	412	12	65	-53	-0.113978494623656
CC Avre Luce Noye	17	0	0	0	0
CC du Pays du Coquelicot	148	0	46	-46	-0.237113402061856
CC Somme Sud-Ouest	94	0	0	0	0
CA Amiens Métropole	52	0	0	0	0
CC Nièvre et Somme	25	6	3	3	0.136363636363636
CA de la Baie de Somme	347	45	68	-23	-0.0621621621621622
CC du Grand Roye	44	0	0	0	0
CC Terre de Picardie	28	0	0	0	0
CC du Territoire Nord Picardie	73	2	2	0	0
CC de l'Est de la Somme	9	0	18	-18	-0.666666666666667
CC de la Haute Somme (Combles - Péronne - Roisel)	43	2	6	-4	-0.0851063829787234
CC du Val de Somme	6	0	0	0	0
CA de l'Albigeois (C2A)	222	23	53	-30	-0.119047619047619
CA Gaillac-Graulhet	638	33	71	-38	-0.0562130177514792
CC Carmausin-Ségala	131	34	56	-22	-0.143790849673203
CC des Monts d'Alban et du Villefranchois	298	16	29	-13	-0.0418006430868167
CC Tarn-Agout	134	16	56	-40	-0.229885057471264
CC Val 81	77	28	19	9	0.132352941176471
CC Centre Tarn	65	4	11	-7	-0.0972222222222222
CA de Castres Mazamet	124	0	47	-47	-0.274853801169591
CC Sidobre Vals et Plateaux	309	7	74	-67	-0.178191489361702
CC du Cordais et du Causse (4 C)	190	12	47	-35	-0.155555555555556
CC Thoré Montagne Noire	62	15	20	-5	-0.0746268656716418
CC du Lautrécois et du Pays d'Agout	148	38	51	-13	-0.0807453416149069
CC du Sor et de l'Agout	214	24	36	-12	-0.0530973451327433
CC Terres des Confluences	104	8	0	8	0.0833333333333333
CC Grand Sud Tarn et Garonne	80	10	0	10	0.142857142857143
CC Coteaux et Plaines du Pays Lafrançaisain	112	6	0	6	0.0566037735849056
CC de la Lomagne Tarn-et-Garonnaise	91	14	0	14	0.181818181818182
CC Quercy Vert-Aveyron	177	10	0	10	0.0598802395209581
CC du Pays de Serres en Quercy	143	10	0	10	0.0751879699248121
CC du Quercy Rouergue et des Gorges de l'Aveyron	240	76	6	70	0.411764705882353
CC du Quercy Caussadais	105	8	0	8	0.0824742268041236
CA Grand Montauban	54	8	8	0	0
CA Dracénie Provence Verdon Agglomération	244	14	57	-43	-0.149825783972125
CC Lacs et Gorges du Verdon	122	13	12	1	0.00826446280991733
CC Provence Verdon	85	0	79	-79	-0.481707317073171
CC du Pays de Fayence	104	0	6	-6	-0.0545454545454546
CA Sud Sainte Baume	75	0	22	-22	-0.22680412371134
CC de la Vallée du Gapeau	8	0	18	-18	-0.692307692307692
CC Méditerranée Porte des Maures	49	0	11	-11	-0.183333333333333
CA de la Provence Verte	121	2	4	-2	-0.016260162601626
CC Cœur du Var	96	0	0	0	0
Métropole Toulon-Provence-Méditerranée	207	0	34	-34	-0.141078838174274
CC du Golfe de Saint-Tropez	116	0	32	-32	-0.216216216216216
CA Estérel Côte d'Azur Agglomération	128	2	12	-10	-0.072463768115942
CA des Sorgues du Comtat	174	26	26	0	0
CC Territoriale Sud-Luberon	109	8	15	-7	-0.0603448275862069
CA Ventoux-Comtat-Venaissin (COVE)	972	90	104	-14	-0.0141987829614605
CC Ventoux Sud	153	13	8	5	0.0337837837837838
CC Rhône Lez Provence	27	0	6	-6	-0.181818181818182
CA Luberon Monts de Vaucluse	247	11	24	-13	-0.05
CC du Pays Réuni d'Orange	36	0	6	-6	-0.142857142857143
CC Aygues-Ouvèze en Provence (CCAOP)	49	0	29	-29	-0.371794871794872
CC du Pays des Sorgues et des Monts de Vaucluse	118	16	17	-1	-0.00840336134453779
CC Sud Vendée Littoral	174	0	4	-4	-0.0224719101123596
CC de Vie et Boulogne	80	0	4	-4	-0.0476190476190477
CC Vendée Grand Littoral	317	40	27	13	0.0427631578947369
CC Pays de Fontenay-Vendée	127	7	8	-1	-0.0078125
CC de l'Île de Noirmoutier	65	29	48	-19	-0.226190476190476
CC Océan Marais de Monts	145	13	14	-1	-0.00684931506849318
CC Challans-Gois Communauté	271	9	16	-7	-0.0251798561151079
CC Vendée. Sèvre. Autise	154	26	20	6	0.0405405405405406
CA Terres de Montaigu	30	0	12	-12	-0.285714285714286
CC du Pays de Pouzauges	112	0	25	-25	-0.182481751824818
CC Pays de Chantonnay	47	0	12	-12	-0.203389830508475
CA du Pays de Saint-Gilles-Croix-de-Vie	148	14	15	-1	-0.00671140939597314
CC du Pays de la Châtaigneraie	139	66	0	66	0.904109589041096
CC du Pays des Achards	73	0	16	-16	-0.179775280898876
CC du Pays de Saint-Fulgent - Les Essarts	13	0	25	-25	-0.657894736842105
CA La Roche-sur-Yon Agglomération	95	0	2	-2	-0.020618556701031
CC du Pays des Herbiers	90	8	0	8	0.0975609756097562
CC du Pays de Mortagne	138	6	17	-11	-0.0738255033557047
CA Les Sables d'Olonne Agglomération	172	16	9	7	0.0424242424242425
CC Vienne et Gartempe	357	18	69	-51	-0.125
CC du Civraisien en Poitou	380	35	38	-3	-0.0078328981723238
CA Grand Châtellerault	237	23	26	-3	-0.0125
CC des Vallées du Clain	81	0	6	-6	-0.0689655172413793
CC du Haut-Poitou	173	4	0	4	0.0236686390532543
CU du Grand Poitiers	221	0	35	-35	-0.13671875
CC du Pays Loudunais	129	0	20	-20	-0.134228187919463
CC Élan Limousin Avenir Nature	381	25	5	20	0.0554016620498614
CC Haut Limousin en Marche	425	9	7	2	0.00472813238770686
CC des Portes de Vassivière	249	8	6	2	0.00809716599190291
CC du Val de Vienne	75	0	9	-9	-0.107142857142857
CU Limoges Métropole	265	19	38	-19	-0.0669014084507042
CC Pays de Nexon Monts de Chalus	121	9	4	5	0.0431034482758621
CC Porte Océane du Limousin	199	5	0	5	0.0257731958762886
CC du Pays de Saint-Yrieix	56	24	0	24	0.75
CC Ouest Limousin	281	6	44	-38	-0.119122257053291
CC de Noblat	152	0	18	-18	-0.105882352941176
CC Briance Sud Haute Vienne	190	19	13	6	0.0326086956521738
CC Briance-Combade	79	10	0	10	0.144927536231884
CC Gartempe Saint-Pardoux	93	0	4	-4	-0.0412371134020618
CC Terre d'Eau	50	2	20	-18	-0.264705882352941
CC de l'Ouest Vosgien	35	0	0	0	0
CA d'Épinal	205	22	52	-30	-0.127659574468085
CC des Hautes Vosges	917	57	202	-145	-0.13653483992467
CC Bruyères-Vallons des Vosges	87	11	40	-29	-0.25
CC de Mirecourt Dompaire	44	0	28	-28	-0.388888888888889
CC des Vosges côté Sud Ouest	60	6	0	6	0.111111111111111
CC Gérardmer Hautes Vosges	775	90	109	-19	-0.0239294710327456
CC de la Porte des Vosges Méridionales	195	12	16	-4	-0.0201005025125628
CC de la Région de Rambervillers	30	0	0	0	0
CC des Ballons des Hautes-Vosges	209	12	32	-20	-0.0873362445414847
CC de l'Aillantais en Bourgogne	28	0	8	-8	-0.222222222222222
CC Le Tonnerrois en Bourgogne	122	0	24	-24	-0.164383561643836
CC du Serein	158	4	0	4	0.025974025974026
CC Avallon. Vézelay. Morvan	262	0	22	-22	-0.0774647887323944
CA de l'Auxerrois	140	10	13	-3	-0.0209790209790209
CC Chablis Villages et Terroirs	76	0	22	-22	-0.224489795918367
CA du Grand Sénonais	69	0	0	0	0
CC de la Vanne et du Pays d'Othe	16	0	5	-5	-0.238095238095238
CC du Gâtinais en Bourgogne	21	0	0	0	0
CC Serein et Armance	40	4	0	4	0.111111111111111
CC du Jovinien	44	6	0	6	0.157894736842105
CC Yonne Nord	2	0	0	0	0
CC des Vosges du Sud	95	0	6	-6	-0.0594059405940595
CA Grand Belfort	75	0	9	-9	-0.107142857142857
CC du Sud Territoire	48	0	0	0	0
CA Étampois Sud-Essonne	123	12	7	5	0.0423728813559323
CA Cœur d'Essonne Agglomération	14	8	0	8	1.33333333333333
Métropole du Grand Paris	19	0	0	0	0
CC Entre Juine et Renarde (CCEJR)	118	16	22	-6	-0.0483870967741935
CA Communauté Paris-Saclay	31	14	13	1	0.0333333333333334
CC du Pays de Limours (CCPL)	19	0	0	0	0
CA Val d'Yerres Val de Seine	11	0	0	0	0
CC Le Dourdannais en Hurepoix (CCDH)	89	0	5	-5	-0.0531914893617021
CC du Val d'Essonne (CCVE)	50	0	0	0	0
CC du Vexin-Val de Seine	222	20	0	20	0.0990099009900991
CC Sausseron Impressionnistes	95	2	0	2	0.021505376344086
CC du Haut Val d'Oise	15	0	0	0	0
CA de Cergy-Pontoise	57	0	0	0	0
CC Vexin Centre	137	4	0	4	0.0300751879699248
CA Plaine Vallée	13	0	0	0	0
CA Val Parisis	7	0	0	0	0
CC de la Vallée de l'Oise et des Trois Forêts	9	0	3	-3	-0.25
CC Carnelle Pays-de-France	96	14	4	10	0.116279069767442
CA Cap Excellence	32	4	0	4	0.142857142857143
CA du Nord Grande Terre	61	0	12	-12	-0.164383561643836
CA Grand Sud Caraïbe	146	30	6	24	0.19672131147541
CC de Marie-Galante	14	0	12	-12	-0.461538461538462
CA du Nord Basse-Terre	186	0	4	-4	-0.0210526315789473
CA La Riviera du Levant	356	48	22	26	0.0787878787878789
CA de l'Espace Sud de la Martinique	169	0	38	-38	-0.183574879227053
CA du Pays Nord Martinique	53	0	20	-20	-0.273972602739726
CA du Centre de la Martinique	44	0	9	-9	-0.169811320754717
CA CIVIS (Communauté Intercommunale des VIlles Solidaires)	215	0	68	-68	-0.240282685512368
CA Intercommunale de la Réunion Est (CIREST)	136	8	33	-25	-0.15527950310559
CA Territoire de la Côte Ouest (TCO)	138	0	61	-61	-0.306532663316583
CA Intercommunale du Nord de la Réunion (CINOR)	38	0	0	0	0
CA du Sud	163	14	48	-34	-0.17258883248731
CA du Pays Ajaccien	259	50	45	5	0.0196850393700787
CC de la Pieve de l'Ornano et du Taravo	279	38	34	4	0.0145454545454546
CC de l'Alta Rocca	389	46	56	-10	-0.025062656641604
CC du Sartenais Valinco Taravo	428	20	30	-10	-0.0228310502283106
CC Spelunca-Liamone	373	23	78	-55	-0.128504672897196
CC Celavu-Prunelli	187	20	34	-14	-0.0696517412935324
CC du Sud Corse	676	48	123	-75	-0.0998668442077231
CC Pasquale Paoli	97	4	16	-12	-0.110091743119266
CC de Calvi Balagne	407	31	79	-48	-0.105494505494505
CC Nebbiu - Conca d'Oro	135	5	22	-17	-0.111842105263158
CC du Cap Corse	177	30	32	-2	-0.0111731843575419
CA de Bastia	24	11	12	-1	-0.04
CC de l'Île-Rousse - Balagne	385	14	42	-28	-0.0677966101694916
CC de Marana-Golo	76	8	17	-9	-0.105882352941176
CC de la Castagniccia-Casinca	147	6	35	-29	-0.164772727272727
CC du Centre Corse	50	4	0	4	0.0869565217391304
CC de la Costa Verde	84	10	18	-8	-0.0869565217391305
CC de l'Oriente	18	8	0	8	0.8
CC de Fium'orbu Castellu	221	9	10	-1	-0.00450450450450446
